time	channel1	channel2	channel3	channel4	class
0	1.882	1.863	1.627	2.196	6
1	1.824	1.804	1.745	2.137	6
2	1.882	1.863	1.922	2.176	6
3	1.863	1.882	2.137	2.157	6
4	1.882	1.824	2.294	2.078	6
5	1.922	1.824	2.451	2.0	6
6	1.98	1.863	2.51	1.863	6
7	2.039	1.863	2.51	1.784	6
8	2.039	1.882	2.471	1.765	6
9	2.059	1.863	2.451	1.725	6
10	2.118	1.882	2.275	1.765	6
11	2.098	1.882	2.078	1.745	6
12	2.059	1.843	1.863	1.765	6
13	2.02	1.863	1.686	1.824	6
14	1.961	1.863	1.569	1.961	6
15	1.941	1.863	1.588	2.059	6
16	1.922	1.863	1.588	2.157	6
17	1.902	1.863	1.608	2.157	6
18	1.843	1.863	1.745	2.176	6
19	1.863	1.863	1.882	2.176	6
20	1.863	1.843	2.118	2.137	6
21	1.902	1.863	2.255	2.078	6
22	1.922	1.882	2.431	1.98	6
23	1.98	1.902	2.529	1.882	6
24	2.02	1.902	2.49	1.824	6
25	2.039	1.882	2.51	1.804	6
26	2.078	1.922	2.412	1.765	6
27	2.039	1.922	2.294	1.745	6
28	2.059	1.902	2.078	1.745	6
29	2.059	1.902	1.843	1.765	6
30	2.039	1.902	1.706	1.843	6
31	1.98	1.902	1.549	1.941	6
32	1.961	1.863	1.569	2.059	6
33	1.922	1.863	1.549	2.118	6
34	1.902	1.843	1.588	2.137	6
35	1.882	1.863	1.725	2.137	6
36	1.863	1.902	1.902	2.157	6
37	1.843	1.863	2.118	2.176	6
38	1.902	1.843	2.255	2.078	6
39	1.961	1.863	2.412	1.961	6
40	2.0	1.882	2.471	1.863	6
41	2.0	1.882	2.51	1.784	6
42	2.02	1.902	2.49	1.765	6
43	2.039	1.922	2.412	1.765	6
44	2.098	1.941	2.275	1.765	6
45	2.059	1.961	2.098	1.765	6
46	2.039	1.902	1.863	1.784	6
47	1.961	1.941	1.725	1.843	6
48	1.961	1.902	1.569	1.922	6
49	1.941	1.922	1.569	2.039	6
50	1.863	1.902	1.588	2.118	6
51	1.843	1.902	1.627	2.176	6
52	1.804	1.882	1.725	2.216	6
53	1.843	1.902	1.922	2.216	6
54	1.843	1.902	2.137	2.176	6
55	1.882	1.863	2.294	2.118	6
56	1.902	1.882	2.451	2.0	6
57	1.941	1.902	2.529	1.863	6
58	2.0	1.922	2.529	1.804	6
59	2.02	1.922	2.51	1.784	6
60	2.039	1.922	2.431	1.804	6
61	2.118	1.961	2.333	1.784	6
62	2.098	1.941	2.137	1.784	6
63	2.059	1.922	1.882	1.784	6
64	2.0	1.922	1.745	1.863	6
65	1.98	1.902	1.569	1.961	6
66	1.941	1.902	1.569	2.059	6
67	1.941	1.902	1.588	2.157	6
68	1.902	1.902	1.627	2.157	6
69	1.843	1.882	1.725	2.176	6
70	1.863	1.882	1.882	2.196	6
71	1.863	1.882	2.118	2.157	6
72	1.922	1.882	2.275	2.078	6
73	1.922	1.902	2.471	1.98	6
74	1.98	1.902	2.51	1.882	6
75	2.02	1.902	2.49	1.804	6
76	2.039	1.941	2.529	1.784	6
77	2.059	1.961	2.431	1.725	6
78	2.098	1.961	2.294	1.765	6
79	2.059	1.941	2.078	1.765	6
80	2.059	1.941	1.843	1.745	6
81	2.02	1.941	1.686	1.804	6
82	1.961	1.941	1.569	1.922	6
83	1.902	1.922	1.569	2.059	6
84	1.902	1.922	1.569	2.118	6
85	1.863	1.922	1.627	2.176	6
86	1.843	1.902	1.725	2.157	6
87	1.863	1.922	1.882	2.176	6
88	1.843	1.882	2.118	2.176	6
89	1.882	1.882	2.255	2.078	6
90	1.922	1.902	2.431	2.0	6
91	1.941	1.902	2.51	1.882	6
92	2.0	1.882	2.51	1.804	6
93	2.0	1.882	2.49	1.765	6
94	2.039	1.882	2.451	1.804	6
95	2.039	1.902	2.275	1.725	6
96	2.039	1.922	2.098	1.745	6
97	2.039	1.902	1.882	1.804	6
98	2.0	1.922	1.706	1.843	6
